"MODE_DSC","CARRIER_TYPE","FREIGHT_RATES_ID","PORTCARRIER_ID"
"AIR   ","V888888883_1",3586,7446
"AIR   ","V888888883_1",3587,7446
"AIR   ","V888888883_1",3588,7446
"AIR   ","V888888883_1",3589,7446
"AIR   ","V888888883_1",3590,7446
"AIR   ","V888888883_1",3591,7446
"AIR   ","V888888883_1",3592,7446
"AIR   ","V888888883_1",3593,7446
"AIR   ","V888888883_1",3594,7446
"AIR   ","V888888883_1",3595,7446
"AIR   ","V888888883_1",3596,7446
"AIR   ","V888888883_1",3597,7446
"AIR   ","V888888883_1",3598,7446
"GROUND","V88888888_0",3599,7447
"GROUND","V88888888_0",3600,7447
"GROUND","V88888888_0",3601,7447
"GROUND","V88888888_0",3602,7447
"GROUND","V88888888_0",3603,7447
"GROUND","V88888888_0",3604,7447
