"PLANTPRODCUST_ID","PRODUCT_ID","PLANT_LOCATION_ID","CUSTOMER"
4049,1688633,14,"Customer_18"
4050,1689781,14,"Customer_18"
4051,1688587,14,"Customer_18"
4052,1688629,14,"Customer_18"
4053,1689546,14,"Customer_18"
4054,1689551,14,"Customer_18"
4055,1689548,14,"Customer_18"
4056,1689547,14,"Customer_18"
4057,1674853,14,"Customer_18"
4058,1672722,14,"Customer_18"
4059,1689145,14,"Customer_18"
4060,1662552,14,"Customer_18"
4061,1652615,14,"Customer_18"
4062,1687346,14,"Customer_18"
4063,1677891,14,"Customer_18"
4064,1660563,14,"Customer_18"
4065,1660897,14,"Customer_18"
4066,1660885,14,"Customer_18"
4067,1688292,14,"Customer_09"
4068,1689544,14,"Customer_09"
4069,1688288,14,"Customer_09"
4070,1689550,14,"Customer_09"
4071,1688290,14,"Customer_09"
4072,1688285,14,"Customer_09"
4073,1689549,14,"Customer_09"
4074,1688633,14,"Customer_09"
4075,1688589,14,"Customer_09"
4076,1688587,14,"Customer_09"
4077,1688575,14,"Customer_09"
4078,1688629,14,"Customer_09"
4079,1688571,14,"Customer_09"
4080,1688598,14,"Customer_09"
4081,1689546,14,"Customer_09"
4082,1689548,14,"Customer_09"
4083,1689547,14,"Customer_09"
4084,1683635,14,"Customer_09"
4085,1697872,14,"Customer_09"
4086,1697874,14,"Customer_09"
4087,1683424,14,"Customer_09"
4088,1683405,14,"Customer_09"
4089,1683403,14,"Customer_09"
4090,1682859,14,"Customer_09"
4091,1683426,14,"Customer_09"
4092,1682651,14,"Customer_09"
4093,1682772,14,"Customer_09"
4094,1682709,14,"Customer_09"
4095,1683409,14,"Customer_09"
4096,1683419,14,"Customer_09"
4097,1682769,14,"Customer_09"
4098,1683392,14,"Customer_09"
4099,1682736,14,"Customer_09"
4100,1682648,14,"Customer_09"
4101,1682805,14,"Customer_09"
4102,1682757,14,"Customer_09"
4103,1682793,14,"Customer_09"
4104,1682754,14,"Customer_09"
4105,1677891,14,"Customer_09"
4106,1672676,14,"Customer_09"
4107,1677889,14,"Customer_09"
4108,1667817,14,"Customer_18"
4109,1658528,14,"Customer_18"
4110,1699424,14,"Customer_18"
4111,1701406,14,"Customer_18"
