Order_ID,Order_Date,Orig_Port,Carrier,TPT_Day_Count,Service_Level,Ship_Ahead_Day_Count,Ship_Late_Day_Count,Customer,Product_ID,Plant_Code,Dest_Port,Unit_Quant,Weight
1447165489,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690006,PLANT03,PORT09,336,0.092723138
1447185917,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690006,PLANT03,PORT09,785,6.084955906
1447163001,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690006,PLANT03,PORT09,1274,12.24268044
1447196801,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690006,PLANT03,PORT09,998,8.113274541
1447266913,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690006,PLANT03,PORT09,2140,21.05974263
1447323872,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690006,PLANT03,PORT09,803,6.015413552
1447163002,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690006,PLANT03,PORT09,743,4.972278254
1447152756,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690006,PLANT03,PORT09,538,2.433982362
1447265627,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692114,PLANT03,PORT09,315,0.585779467
1447310507,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692114,PLANT03,PORT09,3472,34.39777942
1447163234,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692114,PLANT03,PORT09,308,0.17573384
1447369903,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692114,PLANT03,PORT09,446,1.776864383
1447152757,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692114,PLANT03,PORT09,921,5.955424579
1447360769,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692114,PLANT03,PORT09,337,0.488149556
1447357657,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692114,PLANT03,PORT09,365,0.488149556
1447163003,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692114,PLANT03,PORT09,722,4.149271223
1447369674,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1690004,PLANT03,PORT09,315,0.084073854
1447369902,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692115,PLANT03,PORT09,236,0.014015661
1447369901,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692115,PLANT03,PORT09,354,0.364407176
1447265628,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692106,PLANT03,PORT09,381,0.32241396
1447163004,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692108,PLANT03,PORT09,518,1.260926837
1447155205,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692108,PLANT03,PORT09,497,1.450361854
1447207453,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692113,PLANT03,PORT09,259,0.057292854
1447167006,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692113,PLANT03,PORT09,363,0.340176319
1447167156,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692113,PLANT03,PORT09,639,1.396513311
1447207457,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1692113,PLANT03,PORT09,293,0.028646427
1447281855,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1696756,PLANT03,PORT09,335,3.930700637
1447317901,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1696756,PLANT03,PORT09,307,1.103354565
1447219360,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1678652,PLANT03,PORT09,354,3.5
1447162290,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1678652,PLANT03,PORT09,910,13.92
1447219364,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1678652,PLANT03,PORT09,1911,28.26
1447218786,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,644,2.742064639
1447189611,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,1281,8.845369802
1447230379,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,485,1.813300809
1447227114,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,793,4.334231203
1447398542,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,544,2.742064639
1447369919,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,1250,8.403101312
1447398946,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,361,0.88453698
1447269761,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,1316,9.119576266
1447187130,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,251,0.088453698
1447152843,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,748,4.422684901
1447313992,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,1228,8.597699448
1447394299,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,1104,7.076295842
1447398156,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,1334,8.845369802
1447218784,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,1258,8.82
1447152815,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,1315,9.08
1447187453,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,2783,18.46
1447204423,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675615,PLANT03,PORT09,2254,16.2
1447331181,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675655,PLANT03,PORT09,387,0.706151483
1447326664,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1675655,PLANT03,PORT09,1010,5.8
1447245704,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1693700,PLANT03,PORT09,401,0.268534984
1447241599,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1696074,PLANT03,PORT09,393,0.976706326
1447346634,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1696074,PLANT03,PORT09,589,2.663744526
1447403132,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1696074,PLANT03,PORT09,294,0.239737007
1447308115,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1699769,PLANT03,PORT09,361,0.434594277
1447311945,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1699769,PLANT03,PORT09,457,0.733377842
1447206368,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695345,PLANT03,PORT09,1173,3.541828597
1447266915,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695345,PLANT03,PORT09,958,2.376306726
1447199221,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695345,PLANT03,PORT09,615,1.267363587
1447199223,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695345,PLANT03,PORT09,282,0.015087662
1447227135,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695345,PLANT03,PORT09,1932,6.072783856
1447283826,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695345,PLANT03,PORT09,3289,11.31574632
1447199222,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695345,PLANT03,PORT09,598,1.335258065
1447212504,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,1049,2.81511512
1447246418,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,551,0.988809186
1447214678,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,1525,4.423249632
1447269660,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,1804,5.27834085
1447283825,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,3777,12.31612865
1447212503,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,292,0.070377878
1447152759,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,279,0.017594469
1447152758,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,254,0.035188939
1447227136,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1695348,PLANT03,PORT09,777,1.907240494
1447204409,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,375,0.169083102
1447175813,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,484,0.507249307
1447240420,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,356,0.338166204
1447334193,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,2292,6.763324088
1447367411,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,417,0.338166204
1447302787,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,396,0.338166204
1447328003,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,2244,6.763324088
1447162957,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,346,0.169083102
1447211161,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,2298,6.763324088
1447383071,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,2247,6.24
1447204398,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,2257,6.12
1447152686,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1679638,PLANT03,PORT09,2248,6.08
1447168911,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1676853,PLANT03,PORT09,1320,2.800122974
1447371883,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1676853,PLANT03,PORT09,1277,2.509544175
1447231035,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1676853,PLANT03,PORT09,637,0.924568906
1447209475,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1676853,PLANT03,PORT09,744,1.162315197
1447339769,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1676853,PLANT03,PORT09,412,0.316995054
1447152367,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1676853,PLANT03,PORT09,1621,3.420904954
1447231011,5/26/13,PORT04,V444_0,2,DTP,0,0,V555555555_27,1676853,PLANT03,PORT09,433,0.488700708
